time,type,price,volume,value,transaction_cost,net_value,holdings_after,cash_after,is_t0_trade,signal_strength,is_forced_adjustment,adjustment_reason,cash_change,holdings_change,reason,delay_reason,symbol,stock_name
2024-06-03 09:40:00,sell,8.29,12500.0,103624.99999999999,145.075,103479.92499999999,59824.7191011236,593621.0406561799,True,1.7857142857142785,,,,,,,SH600000,浦发银行
2024-06-03 09:48:00,buy,8.24,12500.0,103000.0,144.2,-103144.2,72324.7191011236,490476.8406561799,True,1.7857142857142785,,,,,,,SH600000,浦发银行
2024-06-03 10:07:00,buy,8.21,15500.0,127255.00000000001,178.157,-127433.15700000002,87824.7191011236,363043.68365617987,True,2.214285714285696,,,,,,,SH600000,浦发银行
2024-06-03 13:17:00,sell,8.26,9500.0,78470.0,109.858,78360.142,78324.7191011236,441403.82565617986,True,1.3571428571428608,,,,,,,SH600000,浦发银行
2024-06-03 14:50:00,sell,8.27,8100.0,66987.0,93.7818,66893.2182,70224.7191011236,508297.04385617987,,,True,force_balance_1450,,,,,SH600000,浦发银行
2024-06-04 09:40:00,buy,8.25,15000.0,123750.0,173.25,-123923.25,85224.7191011236,384373.79385617987,True,2.136363636363642,,,,,,,SH600000,浦发银行
2024-06-04 09:47:00,buy,8.29,15000.0,124349.99999999999,174.08999999999997,-124524.08999999998,100224.7191011236,259849.7038561799,True,2.136363636363642,,,,,,,SH600000,浦发银行
2024-06-04 14:50:00,sell,8.32,30000.0,249600.0,349.44,249250.56,70224.7191011236,509100.2638561799,,,True,force_balance_1450,,,,,SH600000,浦发银行
2024-06-05 09:40:00,sell,8.3,12300.0,102090.00000000001,142.92600000000002,101947.07400000001,57924.7191011236,611047.3378561799,True,1.7500000000000167,,,,,,,SH600000,浦发银行
2024-06-05 09:59:00,sell,8.33,14000.0,116620.0,163.268,116456.732,43924.7191011236,727504.0698561799,True,2.000000000000011,,,,,,,SH600000,浦发银行
2024-06-05 11:19:00,buy,8.28,12300.0,101843.99999999999,142.58159999999998,-101986.58159999999,56224.7191011236,625517.4882561798,True,1.7500000000000167,,,,,,,SH600000,浦发银行
2024-06-05 14:50:00,buy,8.29,14000.0,116059.99999999999,162.48399999999998,-116222.48399999998,70224.7191011236,509295.00425617985,,,True,force_balance_1450,,,,,SH600000,浦发银行
